"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3431997,"March 17, 2026",Alabama,"Phenix City","1200 12th St",1,0,0,0,1,N/A
3431124,"March 15, 2026",Louisiana,Youngsville,"508 Braxton Dr",2,0,1,0,0,N/A
3427975,"March 10, 2026",Louisiana,"Baton Rouge","1000 Government St",1,0,0,0,0,N/A
3428246,"March 10, 2026",Virginia,Petersburg,"2300 block of Navajo Ct",1,0,0,0,1,N/A
3427172,"March 8, 2026",Tennessee,Mcminnville,"264 Greenwood Dr",2,0,1,0,0,N/A
3426553,"March 8, 2026",Louisiana,"Baton Rouge","5700 block of San Juan Dr",1,0,0,0,4,N/A
3427099,"March 8, 2026",Georgia,Butler,"66 Peters Rd",1,0,0,0,0,N/A
3426059,"March 7, 2026",Georgia,Butler,"66 Peters Rd",1,0,0,0,0,N/A
3423175,"March 2, 2026",Nevada,"Las Vegas","11000 block of Victoria Medici St",2,0,0,0,1,N/A
3422533,"March 2, 2026",Michigan,Detroit,"9731 Harper Ave",1,0,0,0,0,N/A
3420705,"February 25, 2026",Alabama,Greenville,N/A,1,0,0,0,0,N/A
3419134,"February 24, 2026",Georgia,Atlanta,"2200 block of Tiger Flowers Dr NW",1,1,0,0,2,N/A
3415389,"February 18, 2026",Georgia,Atlanta,"501 N River Pkwy",1,0,0,0,0,N/A
3415329,"February 17, 2026","South Carolina","Rock Hill","500 block of Frank St",1,0,1,1,1,N/A
3414875,"February 17, 2026",Tennessee,Clairfield,"6000 block of TN-90",1,0,0,0,0,N/A
3414360,"February 17, 2026","New Mexico",Tijeras,"768 NM-333",1,2,0,0,1,N/A
3414593,"February 17, 2026",Maryland,"Montgomery Village","10100 block of Maple Leaf Dr",1,0,0,0,0,N/A
3413513,"February 15, 2026",Nevada,"Las Vegas","3700 W Flamingo Rd",1,0,1,0,0,N/A
3412444,"February 13, 2026",Michigan,Lansing,"Farmstead Ln and Green Meadows Dr",1,2,0,0,1,N/A
3410467,"February 10, 2026",Florida,Ocala,"3575 SE Fort King St",2,0,1,0,0,N/A
3408730,"February 7, 2026",Indiana,Mishawaka,"300 block of S Taylor St",1,0,0,0,1,N/A
3408103,"February 6, 2026",Missouri,"Florissant (Black Jack)","12400 block of Jerries Ln",1,0,0,0,0,N/A
3405750,"February 3, 2026",Nevada,"Las Vegas","8400 S Maryland Pkwy",1,0,1,0,0,N/A
3401982,"January 27, 2026",California,"Rancho Cordova","5420 Mill Water Cir",3,0,1,0,0,N/A
3403678,"January 27, 2026",Mississippi,Hattiesburg,"500 block of 7th Ave",2,0,1,0,0,N/A
3402701,"January 26, 2026","New York","Rochester (Greece)","Squareview Ln",1,0,1,0,0,N/A
3401255,"January 25, 2026",Illinois,Joliet,"718 Garnsey Ave",2,0,0,1,1,N/A
3399073,"January 21, 2026",Michigan,Lansing,"601 Sadie Ct",1,0,0,0,0,N/A
3398548,"January 18, 2026",Missouri,Moberly,N/A,1,0,0,0,0,N/A
3395562,"January 13, 2026","South Carolina",Orangeburg,"491 Gibson St",2,1,0,0,1,N/A
3392841,"January 10, 2026",Pennsylvania,Pittsburgh,"900 block of Kirkbride St",1,0,0,0,0,N/A
3393190,"January 10, 2026",Louisiana,Lafayette,"100 block of Lena St",1,0,0,0,0,N/A
3392576,"January 9, 2026",Mississippi,Cedarbluff,"123 David Hill Rd",6,0,0,0,1,N/A
3391209,"January 7, 2026",Alabama,Hayden,"24 Orchard Cir",1,0,0,0,0,N/A
3387870,"January 2, 2026",Tennessee,Waverly,"431 E Little Richland Rd",3,0,1,0,0,N/A
3387384,"January 1, 2026",Ohio,Cincinnati,"W Liberty St",1,0,0,0,0,N/A
3387976,"January 1, 2026",Louisiana,Sulphur,"Quelqueshue St",1,0,0,0,1,N/A
3382914,"December 23, 2025","New Mexico","Silver City",N/A,1,0,0,0,1,N/A
3381363,"December 22, 2025",Ohio,Columbus,"1500 block of E Long St",1,0,0,0,0,N/A
3380277,"December 21, 2025",Missouri,"Saint Louis","5700 block of Floy Ave",2,0,0,0,1,N/A
3390061,"December 16, 2025",Utah,Tremonton,N/A,1,0,1,0,0,N/A
3377709,"December 16, 2025","South Carolina","North Charleston","2200 block of Van Buren Ave",1,0,0,0,3,N/A
3376992,"December 15, 2025",Georgia,Aragon,N/A,1,0,0,0,0,N/A
3378654,"December 14, 2025",Tennessee,Knoxville,"Vada Cir",1,0,0,0,0,N/A
3374253,"December 12, 2025",Georgia,"Stone Mountain","1 Chatfield Dr",2,0,0,1,0,N/A
3372985,"December 9, 2025",Wisconsin,Milwaukee,"N Vel R Phillips Ave and W Clarke St",1,0,0,0,0,N/A
3372891,"December 9, 2025",Texas,Odessa,"8740 Hunter Miller Way",3,0,0,0,1,N/A
3372163,"December 8, 2025",Texas,"San Antonio","10000 block of Windstone Creek",1,0,0,0,0,N/A
3369783,"December 5, 2025",Ohio,Columbus,"200 block of S Wheatland Ave",1,0,0,0,1,N/A
3368944,"December 3, 2025",Arkansas,"Fort Smith","1118 S First Ave",2,0,1,0,0,N/A
3367188,"November 30, 2025",Oklahoma,Afton,N/A,1,0,0,0,0,N/A
3365598,"November 29, 2025",Ohio,Mansfield,"927 Woodville Rd",1,0,1,0,0,N/A
3365899,"November 29, 2025",California,Stockton,"1943 Lucile Ave",4,13,0,0,0,N/A
3365092,"November 27, 2025",Indiana,Indianapolis,"5200 block of Corgan Way",1,0,0,0,0,N/A
3361306,"November 22, 2025",Georgia,Hinesville,"600 block of Slade St",1,0,0,0,0,N/A
3360571,"November 22, 2025",Arizona,Phoenix,"1950 W Baseline Rd",2,2,0,0,1,N/A
3358877,"November 19, 2025",Ohio,Tiffin,"168 Huss St",3,0,1,0,0,N/A
3356683,"November 17, 2025",California,"Baldwin Park","12749 Royston St",3,0,1,0,0,N/A
3357283,"November 17, 2025",Mississippi,Jackson,"Rutledge Ave",1,0,0,0,0,N/A
3356033,"November 15, 2025","New Jersey",Newark,"300 block of Chancellor Ave",3,2,0,0,4,N/A
3355670,"November 14, 2025",Oklahoma,Hominy,"OK-99 and Core Rd",1,0,0,0,0,N/A
3355796,"November 14, 2025",Nevada,Henderson,"I-215 and Gibson Rd",1,0,0,0,1,N/A
3357392,"November 14, 2025","West Virginia",Martinsburg,"Needmore Rd",1,0,0,0,0,N/A
3352719,"November 9, 2025",Florida,Tallahassee,"4200 block of Augustus Oak Ct",1,0,0,0,0,N/A
3351903,"November 8, 2025",Kentucky,Louisville,"6900 block of Bardstown Rd",1,0,0,0,0,N/A
3351355,"November 8, 2025",Alabama,Gadsden,N/A,1,0,0,0,0,N/A
3347270,"November 1, 2025",Texas,Livingston,"800 block of US-59 Loop S",1,0,1,0,0,N/A
3344425,"October 29, 2025",Texas,Abilene,N/A,1,0,0,0,0,N/A
3343092,"October 28, 2025",Louisiana,Monroe,"2000 block of Grammont St",3,0,0,0,2,N/A
3342234,"October 26, 2025",Ohio,Columbus,"1500 block of Grandview Ave",1,0,0,0,0,N/A
3338803,"October 23, 2025",Texas,"Conroe (Cut And Shoot)","11800 block of Crystal Creek Dr",2,0,1,0,0,N/A
3334531,"October 16, 2025",Arizona,Pima,"27 S Main St",3,0,1,0,0,N/A
3328473,"October 10, 2025",Ohio,Dayton,"3000 block of Nicholas Rd",1,1,0,0,0,N/A
3327383,"October 9, 2025","New York",Newburgh,"184 North Miller St",1,0,0,0,1,N/A
3381849,"October 9, 2025",Utah,"Torrey (Caineville)",UT-24,1,0,0,0,1,N/A
3327845,"October 9, 2025",Illinois,Springfield,"3000 block of Hoover Ave",3,0,0,0,0,N/A
3353443,"October 8, 2025",California,"San Francisco","930 Monterey Blvd",3,0,0,0,0,N/A
3324784,"October 6, 2025",Ohio,Lancaster,"400 block of Summitview Dr",1,0,0,0,0,N/A
3399227,"October 4, 2025","North Carolina",Troy,"220 W Spring St",1,0,0,0,1,N/A
3322765,"October 4, 2025",Texas,Angleton,"22679 State Hwy 288",2,2,0,0,1,N/A
3324138,"October 4, 2025",Indiana,Gary,"452 Madison St",1,0,0,0,0,N/A
3319731,"September 29, 2025",Tennessee,Burns,N/A,1,0,0,0,0,N/A
3318379,"September 28, 2025","South Carolina",Pageland,"263070 SC-9",1,0,0,0,2,N/A
3314235,"September 23, 2025",Georgia,Marietta,"2682 Windy Hill Rd SE",1,0,0,0,5,N/A
3313171,"September 22, 2025",Ohio,Columbus,"6600 block of Kodiak Dr",1,0,0,0,0,N/A
3309553,"September 17, 2025","North Carolina",Charlotte,"2227 Cigar Ct",1,0,0,0,4,N/A
3309191,"September 16, 2025",Wisconsin,Milwaukee,"5500 block of N 68th St",1,0,0,0,1,N/A
3307723,"September 13, 2025",Texas,Georgetown,"300 Luther Dr",3,0,0,0,1,N/A
3307559,"September 13, 2025","South Carolina",Johnsonville,"904 S Midway Hwy",1,0,0,0,1,N/A
3303399,"September 8, 2025",Illinois,Chicago,"300 block of E 87th St",1,0,0,0,0,N/A
3304844,"September 6, 2025",Texas,Louise,"1102 W North St",1,1,0,0,0,N/A
3302567,"September 6, 2025",Oregon,Portland,"7324 SE 64th Ave",2,0,1,0,0,N/A
3301711,"September 5, 2025",Louisiana,"Baton Rouge","4400 block of Sumrall Dr",1,0,0,0,0,N/A
3301709,"September 4, 2025",Minnesota,Roosevelt,N/A,1,0,0,0,0,N/A
3298854,"September 1, 2025",Texas,Canyon,"5707 4th Ave",1,0,0,0,0,N/A
3351154,"August 30, 2025",Washington,Tacoma,"3500 block of E Grandview Ave",1,0,0,0,0,N/A
3298192,"August 30, 2025",Texas,Houston,"9734 Mimbrough St",1,0,0,0,1,N/A
3299275,"August 30, 2025",Texas,Houston,"9700 block of Racine St",1,0,0,0,0,N/A
3297403,"August 29, 2025",Florida,Melbourne,"904 Poplar Ln",1,2,0,0,1,N/A
3296453,"August 28, 2025",Maryland,Catonsville,"742 Wilton Farm Dr",2,0,1,0,0,N/A
3294737,"August 27, 2025",Minnesota,Minneapolis,"509 W 54th St",2,27,1,0,0,N/A
3292974,"August 24, 2025",Illinois,Chicago,"4441 S Greenwood Ave",1,0,0,0,0,N/A
3293234,"August 24, 2025",Louisiana,Lafayette,"510 Saucier Pkwy",1,0,0,0,4,N/A
3294079,"August 24, 2025",Oklahoma,Tulsa,"1624 E Virgin St",1,1,0,0,1,N/A
3291892,"August 21, 2025",California,"Shingle Springs (Cameron Park)","3020 Oakwood Rd",2,0,0,0,1,N/A
3290576,"August 20, 2025",Georgia,Augusta,"1102 New Savannah Rd",1,1,0,0,1,N/A
3290425,"August 19, 2025",Alabama,"Birmingham (Center Point)","713 24th Ave NW",1,0,0,0,0,N/A
3290040,"August 18, 2025","New Hampshire",Madbury,"14 Moharimet Dr",3,0,1,0,0,N/A
3290706,"August 17, 2025",Georgia,Griffin,"749 Carver Rd",1,0,0,0,0,N/A
3287579,"August 15, 2025",Ohio,Struthers,"400 block of Spring St",1,0,0,0,0,N/A
3286796,"August 14, 2025",Alabama,Daphne,"9433 Sable Ct",3,0,1,0,0,N/A
3285455,"August 11, 2025",Oregon,"Grants Pass","230 Hussey Ln",4,0,1,0,0,N/A
3284215,"August 11, 2025",Texas,Austin,"8601 Research Blvd",3,0,0,0,1,N/A
3282808,"August 9, 2025",Texas,Dallas,"1918 Dudley Ave",2,0,1,0,0,N/A
3283008,"August 8, 2025",Missouri,Springfield,"900 block of N Fulbright Ave",1,0,0,0,0,N/A
3284794,"August 8, 2025",Tennessee,Nashville,"765 McMurray Dr",1,0,0,0,0,N/A
3282365,"August 7, 2025",Mississippi,Meridian,"3800 block of 44th St",1,0,0,0,0,N/A
3281358,"August 5, 2025",Alabama,Huntsville,"1115 Retlaw St",1,0,1,0,0,N/A
3279862,"August 4, 2025",Michigan,Saginaw,"Robinwood Ave and Erie St",1,1,0,0,0,N/A
3282341,"August 3, 2025",Florida,"Palm Harbor","31177 US-19 N",1,0,0,0,0,N/A
3278261,"August 3, 2025","South Carolina",Spartanburg,"300 block of Collins Ave",1,0,0,0,0,N/A
3278327,"August 3, 2025",Mississippi,Jackson,"3600 block of Lampton Ave",1,0,0,0,0,N/A
3273272,"July 27, 2025",Michigan,Detroit,"17400 block of Anglin St",1,0,0,0,3,N/A
3272087,"July 25, 2025",Texas,"San Antonio","3500 block of Bob Billa St",1,0,0,0,1,N/A
3270103,"July 23, 2025",Georgia,Decatur,"4400 block of Pleasant Point Dr",1,0,0,0,0,N/A
3266462,"July 19, 2025",Washington,Renton,"1430 Hillcrest Ln NE",3,0,0,0,1,N/A
3263875,"July 12, 2025",Louisiana,"La Salle Parish (county)",N/A,1,0,0,0,0,N/A
3261090,"July 11, 2025",Indiana,Indianapolis,"2000 block of Ralston Ave",1,0,0,0,0,N/A
3262725,"July 11, 2025",Georgia,Bainbridge,"3000 block of Vada Rd",1,0,0,0,1,N/A
3263800,"July 10, 2025",Oklahoma,Norman,"Classen Blvd and 12th Ave SE",1,0,0,0,0,N/A
3260327,"July 10, 2025",Wisconsin,Milwaukee,"N 75th St and W Northridge Lakes Blvd",1,0,0,0,1,N/A
3258653,"July 8, 2025",Texas,Hearne,"Austin St",1,0,0,0,0,N/A
3258450,"July 6, 2025",Oklahoma,"Oklahoma City","12800 block of Stratford Dr",1,0,0,0,0,N/A
3253629,"July 5, 2025","District of Columbia",Washington,"1000 block of 14th St SE",1,0,0,0,1,N/A
3251439,"July 2, 2025",Georgia,"Atlanta (East Point)","1300 block of Hawthorne Way",1,0,0,0,0,N/A
3248610,"June 29, 2025",Oklahoma,Bethany,"6908 NW 42nd St",1,0,1,0,0,N/A
3247438,"June 27, 2025",Michigan,Detroit,"12800 Kelly Rd",2,1,0,0,1,N/A
3246399,"June 25, 2025","South Carolina","Beech Island","100 block of Dorsett Kenzie Rd",1,0,0,0,3,N/A
3243586,"June 23, 2025",Minnesota,Minneapolis,"1615 N Dowling Ave",0,0,1,0,0,N/A
3279965,"June 23, 2025","North Carolina","Durham (East Durham)","Holloway St and N Briggs Ave",1,0,0,0,0,N/A
3244545,"June 23, 2025","North Carolina",Durham,"800 block of N Briggs Ave",1,0,0,0,0,N/A
3241828,"June 20, 2025",Indiana,Indianapolis,"2330 E 46th St",1,0,0,0,0,N/A
3234370,"June 15, 2025",Utah,"Salt Lake City (West Valley City)","5405 W 3100 S",3,2,0,0,1,N/A
3234035,"June 14, 2025","South Carolina",Union,"Hill St",1,0,0,0,0,N/A
3233431,"June 14, 2025",Tennessee,Nashville,"Westchester Dr and Brick Church Pike",1,4,0,0,1,N/A
3232337,"June 13, 2025",Georgia,Decatur,"2505 Columbia Dr",2,0,0,0,1,N/A
3228822,"June 9, 2025",Minnesota,Minneapolis,"2900 block of Colfax Ave N",1,0,1,0,0,N/A
3227886,"June 7, 2025",Texas,Katy,"20100 Park Row Blvd",2,0,1,0,0,N/A
3228507,"June 7, 2025",Indiana,Evansville,"1300 block of Florence St",1,0,0,0,0,N/A
3227005,"June 5, 2025",Virginia,"Manassas (Manassas Park)","9427 Lanae Ln",3,0,1,0,0,N/A
3226482,"June 5, 2025","New Jersey",Trenton,"238 Henry St",2,0,1,0,0,N/A
3225418,"June 3, 2025",Arizona,Phoenix,"6th Ave and W Wier Ave",1,0,0,0,0,N/A
3238854,"May 30, 2025",Indiana,"North Manchester","1001 Clear Creek Trail",1,0,0,0,0,N/A
3221430,"May 29, 2025",Georgia,Statesboro,"350 Rucker Ln",1,0,0,0,0,N/A
3220515,"May 28, 2025",Oklahoma,"Broken Arrow","123 W Roanoke St",2,0,1,0,0,N/A
3220298,"May 27, 2025",Montana,Libby,"64 Granite Creek Rd",1,0,0,0,0,N/A
3219051,"May 27, 2025",Alabama,Valley,"2000 Calgary Crescent",1,0,0,0,0,N/A
3220178,"May 27, 2025",Georgia,Brooklet,"413 N Cromley Rd",1,0,1,0,0,N/A
3226060,"May 26, 2025",Mississippi,Greenville,N/A,1,0,0,0,1,N/A
3217607,"May 24, 2025",Missouri,"Saint Louis","Bircher Blvd and Ruskin Ave",2,1,0,0,0,N/A
3212426,"May 18, 2025",Pennsylvania,Philadelphia,"3900 block of Lankenau Ave",1,0,1,0,0,N/A
3212018,"May 17, 2025",Maine,Lewiston,"93 Pierce St",1,0,0,0,0,N/A
3211963,"May 16, 2025",Wisconsin,Racine,"2613 Prospect St",1,0,0,0,1,N/A
3208142,"May 12, 2025",Louisiana,"New Orleans","2900 block of Lawrence St",1,0,0,0,2,N/A
3207420,"May 11, 2025",Montana,Kalispell,"127 Werner Peak Trail",3,0,1,0,0,N/A
3205706,"May 9, 2025","New Hampshire","Suncook (Pembroke)","336 Pembroke Hill Rd",1,0,1,0,0,N/A
3205433,"May 7, 2025","North Carolina",Mebane,"W Lee St and S 1st St",1,0,0,0,0,N/A
3203804,"May 6, 2025","New Jersey",Blackwood,"400 block of Westminster Blvd",1,0,0,0,0,N/A
3203489,"May 5, 2025",Missouri,"Saint Louis","1801 Longford Dr",1,0,0,0,0,N/A
3202279,"May 5, 2025",Louisiana,Keithville,"10065 Mustang Cir",3,0,1,0,0,N/A
3201489,"May 3, 2025",Wisconsin,"Crystal Lake",N/A,1,0,0,0,0,N/A
3200785,"May 3, 2025",Maryland,Baltimore,"800 block of Vine St",1,0,0,0,0,N/A
3200016,"May 1, 2025",Virginia,"Richmond (North Chesterfield)","2800 block of Avalon Heights Rd",1,0,0,0,0,N/A
3200371,"May 1, 2025",Arizona,Surprise,"N 184th Dr and W Bell Rd",1,0,0,0,1,N/A
3195125,"April 25, 2025","South Carolina",Greenville,"25 Fleetwood Dr",1,2,0,0,2,N/A
3190463,"April 20, 2025",Florida,Jacksonville,"5800 block of Calvary Dr",1,0,0,0,0,N/A
3189186,"April 19, 2025",Nebraska,Omaha,"S 145th Ave and Hascall St",1,0,0,0,0,N/A
3187703,"April 17, 2025",California,Lancaster,"20th St E and Ave K",1,0,0,0,0,N/A
3187482,"April 16, 2025","South Carolina",Sumter,"1130 Floyd Dr",2,0,0,0,1,N/A
3184933,"April 14, 2025",Ohio,Youngstown,"2005 Pointview Ave",1,0,0,0,0,N/A
3183942,"April 13, 2025",Georgia,Atlanta,"100 Bell St SE",1,0,0,0,1,N/A
3183208,"April 11, 2025",Texas,"Fort Worth (Everman)","9112 Metcalf Ln",1,0,0,0,0,N/A
3182786,"April 11, 2025",Tennessee,Memphis,"700 block of Josephine St",1,0,0,0,1,N/A
3181376,"April 9, 2025",Texas,Lubbock,"2900 block of E Bates St",1,0,0,0,0,N/A
3180633,"April 8, 2025",California,Antioch,"21 Clearbrook Rd",1,0,0,0,0,N/A
3180130,"April 7, 2025",Texas,Odessa,"1000 block of W Monahans St",1,0,0,0,3,N/A
3178990,"April 6, 2025","New Mexico",Albuquerque,"1932 Buena Vista Dr SE",1,0,0,0,0,N/A
3178736,"April 6, 2025",Alabama,Whatley,"113 Mary Aquilla Rd",2,1,1,0,0,N/A
3176729,"April 3, 2025",Tennessee,Memphis,"3600 block of Brompton Rd",1,0,0,0,0,N/A
3175299,"April 1, 2025",Wisconsin,Milwaukee,"4200 block of N 51st Blvd",1,0,0,0,0,N/A
3174970,"March 31, 2025",Iowa,Ames,"200 block of S Sherman Ave",1,0,0,0,0,N/A
3173385,"March 29, 2025",Mississippi,Greenwood,"700 block of E Martin Luther King Jr Dr",1,0,0,0,0,N/A
3243967,"March 28, 2025","South Carolina",Greer,"125 Marilyn Ferry Ln",2,0,1,0,0,N/A
3171809,"March 28, 2025",Utah,"Saratoga Springs","1244 N Willowbrook Ln",2,0,0,0,0,N/A
3170672,"March 26, 2025",Florida,"Hallandale (Hallandale Beach)","3181 W Hallandale Beach Blvd",4,1,1,0,0,N/A
3167903,"March 24, 2025","North Carolina",Wadesboro,"Little Creek Rd",1,0,1,0,0,N/A
3168023,"March 24, 2025",Georgia,Ideal,"750 block of Everett Wood Rd",1,0,0,0,0,N/A
3165186,"March 20, 2025",Illinois,Chicago,"1400 block of E 71st Pl",1,0,0,1,0,N/A
3163349,"March 17, 2025","New York",Syracuse,"128 Roney Rd",2,0,0,0,1,N/A
3162228,"March 16, 2025",Connecticut,"New Haven","Dewitt St",1,0,0,0,0,N/A
3161789,"March 16, 2025",Kansas,Wichita,"3713 E Ross Pkwy",1,0,0,0,0,N/A
3156309,"March 9, 2025","South Carolina",Lancaster,"542 Mosteller Dr",2,0,1,0,0,N/A
3157175,"March 7, 2025",Ohio,"Chagrin Falls","19100 block of Brookfield Dr",1,0,1,0,0,N/A
3152539,"March 4, 2025","North Dakota",Tokio,N/A,2,1,0,0,1,N/A
3151640,"March 3, 2025",Texas,"Fort Worth (Forest Hill)","6500 Forest Hill Dr",2,0,0,0,2,N/A
3149550,"February 28, 2025","North Carolina",Henderson,"318 Gary St",1,0,0,0,0,N/A
3150712,"February 28, 2025",Kansas,Wichita,"2200 block of Santa Fe S",1,0,0,0,0,N/A
3150234,"February 28, 2025",Missouri,"Saint Louis","5000 block of Cates Ave",1,0,1,0,0,N/A
3148738,"February 26, 2025",Arizona,Tucson,"W 27th St and S 10th Ave",1,0,0,0,0,N/A
3144343,"February 21, 2025",Florida,Davenport,"Citrus Landing Blvd",1,0,0,0,0,N/A
3144274,"February 21, 2025",Indiana,"Lake Station","6700 block of 9th Ave",4,0,1,0,0,N/A
3142320,"February 18, 2025",Florida,"Port Saint Lucie","5700 block of NW Zenith Dr",1,0,0,0,0,N/A
3141469,"February 17, 2025",Wisconsin,Milwaukee,"N 39th St and W Sheridan Ave",1,0,0,0,0,N/A
3136711,"February 10, 2025",Wyoming,Byron,"239 E Shoshone Ave",4,0,1,0,0,N/A
3136663,"February 10, 2025",Nevada,"Silver Springs","3230 Spring Cir",1,0,1,0,0,N/A
3135356,"February 8, 2025",Illinois,Urbana,"900 block of Lanore Dr",2,0,0,0,1,N/A
3135332,"February 8, 2025",Georgia,Americus,"600 block of Eastview Cir",2,1,0,0,3,N/A
3134462,"February 7, 2025",Ohio,Cleveland,"3900 block of E 147th St",1,0,0,0,1,N/A
3134387,"February 6, 2025",Florida,Inglis,N/A,1,1,0,0,0,N/A
3133481,"February 6, 2025",Virginia,Chesapeake,"3025 Welcome Rd",3,0,1,0,0,N/A
3146260,"February 3, 2025",Arizona,"Show Low","1700 block of W Merrill",1,0,0,0,1,N/A
3129598,"January 31, 2025",Florida,Sebring,"N Huckleberry Lake Dr",2,0,1,0,0,N/A
3129679,"January 31, 2025","New Jersey",Newark,"100 block of Osborne Terrace",1,1,0,0,1,N/A
3126070,"January 27, 2025",Missouri,"Saint Louis","10500 block of Castle Dr",1,0,0,0,0,N/A
3125403,"January 26, 2025",Tennessee,Murfreesboro,"805 Bradyville Pike",1,1,1,0,0,N/A
3124530,"January 25, 2025",Maryland,Baltimore,"3500 block of Ingleside Ave",1,0,0,0,0,N/A
3125747,"January 25, 2025",Kentucky,Radcliff,"North St",1,0,0,0,0,N/A
3124216,"January 24, 2025",Florida,Jacksonville,"2215 Commonwealth Ave",1,1,0,0,6,N/A
3123761,"January 23, 2025",Pennsylvania,Ruffsdale,"140 Keck Ln",3,0,1,0,0,N/A
3122469,"January 23, 2025","North Carolina",Kannapolis,"450 Cabarrus Arms Dr",1,0,0,0,0,N/A
3121579,"January 22, 2025",Ohio,"East Liverpool","15841 St Clair Ave",1,1,1,0,0,N/A
