"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3367188,"November 30, 2025",Oklahoma,Afton,N/A,1,0,0,0,0,N/A
3365092,"November 27, 2025",Indiana,Indianapolis,"5200 block of Corgan Way",1,0,0,0,0,N/A
3361306,"November 22, 2025",Georgia,Hinesville,"600 block of Slade St",1,0,0,0,0,N/A
3357283,"November 17, 2025",Mississippi,Jackson,"Rutledge Ave",1,0,0,0,0,N/A
3355670,"November 14, 2025",Oklahoma,Hominy,"OK-99 and Core Rd",1,0,0,0,0,N/A
3357392,"November 14, 2025","West Virginia",Martinsburg,"Needmore Rd",1,0,0,0,0,N/A
3352719,"November 9, 2025",Florida,Tallahassee,"4200 block of Augustus Oak Ct",1,0,0,0,0,N/A
3351903,"November 8, 2025",Kentucky,Louisville,"6900 block of Bardstown Rd",1,0,0,0,0,N/A
3351355,"November 8, 2025",Alabama,Gadsden,N/A,1,0,0,0,0,N/A
3342234,"October 26, 2025",Ohio,Columbus,"1500 block of Grandview Ave",1,0,0,0,0,N/A
3324784,"October 6, 2025",Ohio,Lancaster,"400 block of Summitview Dr",1,0,0,0,0,N/A
3399227,"October 4, 2025","North Carolina",Troy,"220 W Spring St",1,0,0,0,1,N/A
3324138,"October 4, 2025",Indiana,Gary,"452 Madison St",1,0,0,0,0,N/A
3319731,"September 29, 2025",Tennessee,Burns,N/A,1,0,0,0,0,N/A
3318597,"September 29, 2025",Alabama,Lincoln,"Taryn Trce",1,0,0,0,0,N/A
3313171,"September 22, 2025",Ohio,Columbus,"6600 block of Kodiak Dr",1,0,0,0,0,N/A
3307559,"September 13, 2025","South Carolina",Johnsonville,"904 S Midway Hwy",1,0,0,0,1,N/A
3303399,"September 8, 2025",Illinois,Chicago,"300 block of E 87th St",1,0,0,0,0,N/A
3304844,"September 6, 2025",Texas,Louise,"1102 W North St",1,1,0,0,0,N/A
3301711,"September 5, 2025",Louisiana,"Baton Rouge","4400 block of Sumrall Dr",1,0,0,0,0,N/A
3301709,"September 4, 2025",Minnesota,Roosevelt,N/A,1,0,0,0,0,N/A
3298854,"September 1, 2025",Texas,Canyon,"5707 4th Ave",1,0,0,0,0,N/A
3292974,"August 24, 2025",Illinois,Chicago,"4441 S Greenwood Ave",1,0,0,0,0,N/A
3290425,"August 19, 2025",Alabama,"Birmingham (Center Point)","713 24th Ave NW",1,0,0,0,0,N/A
3290706,"August 17, 2025",Georgia,Griffin,"749 Carver Rd",1,0,0,0,0,N/A
3287579,"August 15, 2025",Ohio,Struthers,"400 block of Spring St",1,0,0,0,0,N/A
3283008,"August 8, 2025",Missouri,Springfield,"900 block of N Fulbright Ave",1,0,0,0,0,N/A
3284794,"August 8, 2025",Tennessee,Nashville,"765 McMurray Dr",1,0,0,0,0,N/A
3282365,"August 7, 2025",Mississippi,Meridian,"3800 block of 44th St",1,0,0,0,0,N/A
3282341,"August 3, 2025",Florida,"Palm Harbor","31177 US-19 N",1,0,0,0,0,N/A
3278327,"August 3, 2025",Mississippi,Jackson,"3600 block of Lampton Ave",1,0,0,0,0,N/A
3272087,"July 25, 2025",Texas,"San Antonio","3500 block of Bob Billa St",1,0,0,0,1,N/A
3270103,"July 23, 2025",Georgia,Decatur,"4400 block of Pleasant Point Dr",1,0,0,0,0,N/A
3263875,"July 12, 2025",Louisiana,"La Salle Parish (county)",N/A,1,0,0,0,0,N/A
3261090,"July 11, 2025",Indiana,Indianapolis,"2000 block of Ralston Ave",1,0,0,0,0,N/A
3263800,"July 10, 2025",Oklahoma,Norman,"Classen Blvd and 12th Ave SE",1,0,0,0,0,N/A
3258653,"July 8, 2025",Texas,Hearne,"Austin St",1,0,0,0,0,N/A
3258450,"July 6, 2025",Oklahoma,"Oklahoma City","12800 block of Stratford Dr",1,0,0,0,0,N/A
3251439,"July 2, 2025",Georgia,"Atlanta (East Point)","1300 block of Hawthorne Way",1,0,0,0,0,N/A
3279965,"June 23, 2025","North Carolina","Durham (East Durham)","Holloway St and N Briggs Ave",1,0,0,0,0,N/A
3243802,"June 23, 2025",Georgia,Hiram,"Eagles Nest Dr",1,0,0,0,0,N/A
3244545,"June 23, 2025","North Carolina",Durham,"800 block of N Briggs Ave",1,0,0,0,0,N/A
3241828,"June 20, 2025",Indiana,Indianapolis,"2330 E 46th St",1,0,0,0,0,N/A
3234035,"June 14, 2025","South Carolina",Union,"Hill St",1,0,0,0,0,N/A
3228507,"June 7, 2025",Indiana,Evansville,"1300 block of Florence St",1,0,0,0,0,N/A
3225418,"June 3, 2025",Arizona,Phoenix,"6th Ave and W Wier Ave",1,0,0,0,0,N/A
3238854,"May 30, 2025",Indiana,"North Manchester","1001 Clear Creek Trail",1,0,0,0,0,N/A
3221430,"May 29, 2025",Georgia,Statesboro,"350 Rucker Ln",1,0,0,0,0,N/A
3220298,"May 27, 2025",Montana,Libby,"64 Granite Creek Rd",1,0,0,0,0,N/A
3219051,"May 27, 2025",Alabama,Valley,"2000 Calgary Crescent",1,0,0,0,0,N/A
3212018,"May 17, 2025",Maine,Lewiston,"93 Pierce St",1,0,0,0,0,N/A
3211963,"May 16, 2025",Wisconsin,Racine,"2613 Prospect St",1,0,0,0,1,N/A
3208010,"May 12, 2025",Alabama,Huntsville,"Clinton Ave and Spragins St",1,0,0,0,0,N/A
3205433,"May 7, 2025","North Carolina",Mebane,"W Lee St and S 1st St",1,0,0,0,0,N/A
3203804,"May 6, 2025","New Jersey",Blackwood,"400 block of Westminster Blvd",1,0,0,0,0,N/A
3203489,"May 5, 2025",Missouri,"Saint Louis","1801 Longford Dr",1,0,0,0,0,N/A
3200785,"May 3, 2025",Maryland,Baltimore,"800 block of Vine St",1,0,0,0,0,N/A
3200016,"May 1, 2025",Virginia,"Richmond (North Chesterfield)","2800 block of Avalon Heights Rd",1,0,0,0,0,N/A
3190463,"April 20, 2025",Florida,Jacksonville,"5800 block of Calvary Dr",1,0,0,0,0,N/A
3189186,"April 19, 2025",Nebraska,Omaha,"S 145th Ave and Hascall St",1,0,0,0,0,N/A
3183942,"April 13, 2025",Georgia,Atlanta,"100 Bell St SE",1,0,0,0,1,N/A
3183208,"April 11, 2025",Texas,"Fort Worth (Everman)","9112 Metcalf Ln",1,0,0,0,0,N/A
3181376,"April 9, 2025",Texas,Lubbock,"2900 block of E Bates St",1,0,0,0,0,N/A
3180633,"April 8, 2025",California,Antioch,"21 Clearbrook Rd",1,0,0,0,0,N/A
3178990,"April 6, 2025","New Mexico",Albuquerque,"1932 Buena Vista Dr SE",1,0,0,0,0,N/A
3176729,"April 3, 2025",Tennessee,Memphis,"3600 block of Brompton Rd",1,0,0,0,0,N/A
3175299,"April 1, 2025",Wisconsin,Milwaukee,"4200 block of N 51st Blvd",1,0,0,0,0,N/A
3174970,"March 31, 2025",Iowa,Ames,"200 block of S Sherman Ave",1,0,0,0,0,N/A
3173385,"March 29, 2025",Mississippi,Greenwood,"700 block of E Martin Luther King Jr Dr",1,0,0,0,0,N/A
3165186,"March 20, 2025",Illinois,Chicago,"1400 block of E 71st Pl",1,0,0,1,0,N/A
3162228,"March 16, 2025",Connecticut,"New Haven","Dewitt St",1,0,0,0,0,N/A
3161789,"March 16, 2025",Kansas,Wichita,"3713 E Ross Pkwy",1,0,0,0,0,N/A
3149550,"February 28, 2025","North Carolina",Henderson,"318 Gary St",1,0,0,0,0,N/A
3150712,"February 28, 2025",Kansas,Wichita,"2200 block of Santa Fe S",1,0,0,0,0,N/A
3148738,"February 26, 2025",Arizona,Tucson,"W 27th St and S 10th Ave",1,0,0,0,0,N/A
3144343,"February 21, 2025",Florida,Davenport,"Citrus Landing Blvd",1,0,0,0,0,N/A
3142320,"February 18, 2025",Florida,"Port Saint Lucie","5700 block of NW Zenith Dr",1,0,0,0,0,N/A
3141469,"February 17, 2025",Wisconsin,Milwaukee,"N 39th St and W Sheridan Ave",1,0,0,0,0,N/A
3134387,"February 6, 2025",Florida,Inglis,N/A,1,1,0,0,0,N/A
3124530,"January 25, 2025",Maryland,Baltimore,"3500 block of Ingleside Ave",1,0,0,0,0,N/A
3125747,"January 25, 2025",Kentucky,Radcliff,"North St",1,0,0,0,0,N/A
3122469,"January 23, 2025","North Carolina",Kannapolis,"450 Cabarrus Arms Dr",1,0,0,0,0,N/A
3120159,"January 20, 2025",Wisconsin,Geneva,"W3895 Lincoln Dr",1,0,0,0,1,N/A
3120523,"January 18, 2025",Mississippi,"Hattiesburg (Oak Grove)","Cameron Rd",1,0,0,0,0,N/A
3110615,"January 5, 2025",Florida,Lakeland,"200 block of W Crawford St",1,0,0,0,0,N/A
3106711,"January 1, 2025",Florida,Miami,"NW 21st Terrace and NW 27th Ave",1,0,0,0,0,N/A
3104716,"December 29, 2024",Minnesota,"Deer Creek",N/A,1,0,0,0,0,N/A
3101336,"December 24, 2024","South Carolina",Columbia,"264 Harbison Blvd",1,0,0,0,0,N/A
3100590,"December 22, 2024",Georgia,Columbus,"1300 block of Floyd Rd",1,0,0,0,1,N/A
3095635,"December 15, 2024",Mississippi,Starkville,"1425 Louisville St",1,0,0,0,0,N/A
3096616,"December 15, 2024",Nebraska,Omaha,"3214 Redick Ave",1,0,0,0,0,N/A
3093892,"December 14, 2024","West Virginia",Chapmanville,"Madison St",1,0,0,0,0,N/A
3093914,"December 14, 2024",Tennessee,Memphis,"3200 block of Whispering Ln",1,0,0,0,0,N/A
3090482,"December 9, 2024",Pennsylvania,"Wilkes Barre","555 Fellows Ave",1,0,0,0,1,N/A
3091189,"December 9, 2024",Ohio,Akron,"1500 block of Evergreen Ave",1,0,0,0,0,N/A
3089174,"December 6, 2024",California,Fresno,"5231 N Fresno St",1,0,0,0,0,N/A
3086200,"December 2, 2024",California,"Rancho Cucamonga","8250 Day Creek Blvd",1,0,0,0,0,N/A
3084735,"November 30, 2024",Louisiana,"New Orleans","2215 Willow St",1,0,0,0,1,N/A
3079376,"November 22, 2024",California,Merced,"Childs Ave and B St",1,0,0,0,0,N/A
3077819,"November 21, 2024",Kentucky,Louisville,"5500 block of Overbrook Woods Pl",1,0,0,0,0,N/A
3076813,"November 19, 2024",Virginia,"Newport News","4200 block of Newsome Dr",1,0,0,0,0,N/A
3075451,"November 18, 2024","South Carolina",Windsor,"300 block of Wendy Ln",1,0,0,0,0,N/A
3074698,"November 16, 2024","North Carolina",Greenville,"2060 Quail Ridge Dr",1,0,0,0,1,N/A
3070453,"November 10, 2024","North Carolina","High Point","1800 block of Abberton Way",1,0,0,0,0,N/A
3070305,"November 7, 2024",Michigan,Westland,"Alamo Ct and Grand Traverse St",1,0,0,0,0,N/A
3063260,"November 3, 2024",Pennsylvania,Philadelphia,"3831 I St",1,0,0,0,0,N/A
3191450,"November 2, 2024",Missouri,Grandview,"Dundee Cir",1,0,0,0,0,N/A
3064027,"November 2, 2024",Pennsylvania,Hartstown,"Atlantic Rd",1,0,0,0,0,N/A
3060937,"October 30, 2024",Florida,Clewiston,"702 S Lopez St",1,0,0,0,0,N/A
3059972,"October 29, 2024",Texas,Paris,"320 Stone Ave",1,0,0,0,0,N/A
3052826,"October 21, 2024",Texas,"San Antonio","7400 Merton Minter",1,0,0,0,0,N/A
3052659,"October 21, 2024",Minnesota,Minneapolis,"2318 Jefferson St NE",1,0,0,0,0,N/A
3054558,"October 20, 2024",Texas,Seguin,"2300 block of Leissner School Rd",1,0,0,0,0,N/A
3050055,"October 17, 2024",California,Lancaster,"44123 Dahlia St",1,0,0,0,0,N/A
3050430,"October 16, 2024",Georgia,Brunswick,"Habersham St",1,0,0,0,0,N/A
3047917,"October 12, 2024",Georgia,Tifton,"1100 block of S Central Ave",1,0,0,0,0,N/A
3043840,"October 8, 2024","North Carolina",Greenville,"628 Deborah Ct",1,0,0,0,0,N/A
3043165,"October 6, 2024",Oklahoma,"Sand Springs","4813 S Grenada Ave",1,0,0,0,1,N/A
3039542,"October 2, 2024",Georgia,Decatur,"1909 Shamrock Dr",1,0,0,0,0,N/A
3037873,"September 30, 2024",Florida,"Fort Lauderdale (Tamarac)","5700 Rock Island Rd",1,0,0,0,0,N/A
3030265,"September 20, 2024","South Carolina","Rock Hill","Barrow Ct",1,0,0,0,0,N/A
3027918,"September 18, 2024","South Carolina","Great Falls","Washington St",1,0,0,0,0,N/A
3024664,"September 14, 2024",Tennessee,Nashville,"1200 block of N 2nd St",1,0,0,0,0,N/A
3021976,"September 11, 2024",Iowa,Oskaloosa,"2600 block of 250th St",1,0,0,0,0,N/A
3013945,"September 2, 2024",Missouri,"Saint Louis","700 block of Thrush Ave",1,0,0,0,0,N/A
3013581,"September 2, 2024",Utah,Lehi,"3569 N Thanksgiving Way",1,0,0,0,0,N/A
3011981,"September 1, 2024",Louisiana,Brusly,"Bordeaux St and Orleans Quarters Dr",1,0,0,0,0,N/A
3015009,"August 30, 2024",Georgia,Hiram,"152 Village Dr",1,0,0,0,0,N/A
3003085,"August 22, 2024",Utah,Santaquin,"66 E 780 S",1,0,0,0,0,N/A
2998871,"August 18, 2024",Indiana,Indianapolis,"4500 block of Golden Meadow Dr",1,0,0,0,0,N/A
2998531,"August 18, 2024",Indiana,Indianapolis,"3600 block of N Dearborn St",1,0,0,0,0,N/A
2994327,"August 10, 2024","North Carolina","Carolina Beach","305 S Lake Park Blvd",1,0,0,0,0,N/A
2989967,"August 7, 2024",Texas,Houston,"6869 Arto St",2,0,0,0,0,N/A
2990974,"August 7, 2024","South Carolina",Eutawville,"269 Fountain Lake Dr",1,0,0,0,0,N/A
2989245,"August 6, 2024","South Carolina",Anderson,"Fox Creek Rd",1,0,0,0,0,N/A
2988144,"August 4, 2024",Louisiana,"Baton Rouge","1700 block of Sora St",1,0,0,0,0,N/A
2984060,"July 30, 2024",Indiana,Indianapolis,"W 46th St",1,0,0,0,0,N/A
2977898,"July 24, 2024",Tennessee,Nashville,"2071 Oakwood Ave",1,0,0,0,0,N/A
2971582,"July 18, 2024",Louisiana,Lafayette,"100 block of Bryan St",1,0,0,0,0,N/A
2970948,"July 17, 2024",Louisiana,Hammond,"48000 block of Red Fox Dr",1,0,0,0,0,N/A
2969795,"July 16, 2024",Ohio,Cincinnati,"9700 block of Arvin Ave",1,0,0,0,0,N/A
2969612,"July 15, 2024","South Carolina",Simpsonville,"5001 Ballantyne Dr",1,0,0,0,0,N/A
2959107,"July 4, 2024",Arkansas,"Little Rock","12614 Saint Charles Blvd",1,0,0,0,0,N/A
2958925,"July 3, 2024",Georgia,Douglas,"1450 Bowens Mill Rd SE",1,0,0,0,0,N/A
2956175,"July 1, 2024",Maryland,Columbia,"Harpers Farm Rd",1,0,0,0,0,N/A
2952680,"June 26, 2024",Louisiana,"Jackson (county)",N/A,1,0,0,0,0,N/A
2945800,"June 21, 2024",Ohio,Canton,"3950 Convenience Dr",1,0,0,0,1,N/A
2942710,"June 14, 2024",Mississippi,"Attala county (county)",N/A,1,0,0,0,0,N/A
2932898,"June 5, 2024",Maryland,Cumberland,"Glenn St",1,0,0,0,0,N/A
2926936,"May 31, 2024",Wisconsin,Milwaukee,"2100 block of W Orchard St",1,0,0,0,1,N/A
2925881,"May 29, 2024",Georgia,Norcross,"5985 Oakbrook Pkwy",1,0,0,0,0,N/A
2967573,"May 22, 2024",Alabama,Shorter,N/A,1,0,0,0,0,N/A
2910645,"May 15, 2024",Michigan,Flint,"700 block of E Philadelphia Blvd",1,0,0,0,0,N/A
2900969,"May 5, 2024",Ohio,Euclid,"800 block of E 236th St",1,0,0,0,0,N/A
2900662,"May 5, 2024",Tennessee,Nashville,"914 16th Ave N",1,0,0,0,0,N/A
2894067,"April 29, 2024",Tennessee,Clarksville,"1123 Hazel Dr",1,0,0,0,0,N/A
2893348,"April 28, 2024",Alabama,Huntsville,"196 Jeff Rd NW",1,0,0,0,0,N/A
2891674,"April 26, 2024",Florida,"Saint Petersburg","1421 43rd St S",1,0,0,0,1,N/A
2885631,"April 19, 2024","North Carolina",Hickory,"1000 block of Finger Bridge Rd",1,0,0,0,0,N/A
2883625,"April 17, 2024","South Carolina",Scranton,"1100 block of Clover Hill Rd",1,0,0,0,0,N/A
2883574,"April 16, 2024",Missouri,"Kansas City","7400 block of E 51st St",1,0,0,0,0,N/A
2876553,"April 10, 2024",Ohio,"Valley City","900 block of Marks Rd",1,0,0,0,0,N/A
2874165,"April 7, 2024",Tennessee,Memphis,"1900 block of Frisco Ave",1,0,0,0,0,N/A
2872920,"April 6, 2024",Pennsylvania,Philadelphia,"500 block of E Chelten Ave",1,0,0,0,0,N/A
2868216,"April 1, 2024",Michigan,Newaygo,"W 68th St and Bingham Ave",1,0,0,0,0,N/A
2864562,"March 28, 2024",Pennsylvania,Allentown,"939 E Hamilton St",1,0,0,0,0,N/A
2865523,"March 28, 2024",Texas,"Knox City","SE 2nd St and S Ave E",1,0,0,0,0,N/A
2869296,"March 24, 2024",Florida,Gainesville,"4121 NE 15th St",1,0,0,0,0,N/A
2858451,"March 20, 2024",Louisiana,"Baton Rouge","2212 69th Ave",1,0,0,0,0,N/A
2844790,"March 3, 2024","South Carolina",Beaufort,"325 Ambrose Run",1,0,0,0,1,N/A
2840181,"February 27, 2024",Indiana,Indianapolis,"3700 block of N Dearborn St",1,0,0,0,0,N/A
2837301,"February 23, 2024","North Carolina",Lowgap,"Old Lowgap Rd",1,0,0,0,0,N/A
2835777,"February 21, 2024","North Carolina",Charlotte,"2347 Eastway Dr",1,0,0,0,0,N/A
2832891,"February 18, 2024",Wisconsin,Milwaukee,"7900 N 64th Ct",1,0,0,0,0,N/A
2834556,"February 14, 2024",Oklahoma,Chouteau,N/A,1,0,0,0,0,N/A
2826150,"February 11, 2024",Mississippi,"Bogue Chitto",N/A,1,0,0,0,0,N/A
2826874,"February 10, 2024",Georgia,Decatur,"2600 block of Habersham Dr",1,0,0,0,0,N/A
2821818,"February 6, 2024",Tennessee,Memphis,"7989 US-64",1,0,0,0,0,N/A
2819211,"February 2, 2024","North Carolina",Greenville,"209 Beech St",1,0,0,0,0,N/A
2813408,"January 27, 2024",Indiana,"Fort Wayne","2900 block of Shawnee Dr",1,0,0,0,0,N/A
2810088,"January 23, 2024",Illinois,Chicago,"11843 S La Salle St",1,0,0,0,0,N/A
2808694,"January 22, 2024",Kentucky,Covington,"2509 Warren St",1,0,0,0,0,N/A
2808632,"January 20, 2024","South Carolina",Dillon,"Ruby Ct",1,0,0,0,0,N/A
2801622,"January 14, 2024","North Carolina","Pink Hill","5500 block of Murphy Rd",1,0,0,0,0,N/A
2802994,"January 14, 2024",Missouri,Eldon,"600 block of N Mill St",1,0,0,0,0,N/A
2804368,"January 14, 2024",Tennessee,Dayton,"Upper Fine Ln",1,0,0,0,1,N/A
2800814,"January 13, 2024",Kentucky,Louisville,"800 block of S 37th St",1,0,0,0,0,N/A
2799872,"January 12, 2024",Tennessee,Memphis,"1300 block of Walnut Hall Ct",1,0,0,0,0,N/A
2791937,"December 31, 2023",Georgia,"Atlanta (East Point)","1022 Calhoun Ave",1,0,0,0,0,N/A
2791280,"December 31, 2023",Tennessee,Memphis,"5800 block of Edgewater Cove",1,0,0,0,0,N/A
2783884,"December 21, 2023",Alabama,Birmingham,"7500 block of 2nd Ave N",1,0,0,0,0,N/A
2780874,"December 17, 2023",Maryland,Baltimore,"6001 Park Heights Ave",1,0,0,0,1,N/A
2777246,"December 12, 2023",Virginia,Hampton,"507 Marcella Rd",1,0,0,0,0,N/A
2775670,"December 10, 2023",Tennessee,Memphis,"4117 Bona Terra St",1,0,0,0,0,N/A
2774802,"December 9, 2023",Michigan,Detroit,"16500 block of Greenfield Rd",1,0,0,0,0,N/A
2771530,"December 4, 2023",Indiana,Merrillville,"3114 W 79th Pl",1,0,0,0,0,N/A
2770496,"December 2, 2023",Mississippi,Ovett,"Alex Knight Rd",1,0,0,0,0,N/A
2763882,"November 24, 2023","South Carolina",Cameron,"1121 Whisperwood Rd",1,0,0,0,0,N/A
2758410,"November 17, 2023",Indiana,Gary,"2100 block of Georgia St",1,0,0,0,0,N/A
2755848,"November 14, 2023",Florida,"Fort Lauderdale (Lauderhill)","5436 NW 19th St",1,0,0,0,0,N/A
2754997,"November 12, 2023",Georgia,Augusta,"1931 Murphy Rd",1,0,0,0,0,N/A
2748872,"November 5, 2023",Florida,Miami,"8100 block of NW 21st Ave",1,0,0,0,1,N/A
2747100,"October 31, 2023","South Carolina",Ridgeland,"75 Shadetree St",1,0,0,0,0,N/A
2744317,"October 28, 2023",Louisiana,Carencro,"237 Prejean Rd",1,0,0,0,0,N/A
2737345,"October 24, 2023",Michigan,Lansing,"3000 Dunckel Rd",1,0,0,0,0,N/A
2737542,"October 23, 2023",Louisiana,"New Orleans","3100 Rue Parc Fontaine",1,0,0,0,0,N/A
2737306,"October 23, 2023",Oklahoma,Roland,"Loop W and Saskatchewan St",1,1,0,0,1,N/A
2735595,"October 22, 2023",Ohio,Youngstown,"300 block of Marmion Ave",1,0,0,0,0,N/A
2734988,"October 20, 2023",Pennsylvania,Holtwood,"917 River Rd",1,0,0,0,0,N/A
2731816,"October 15, 2023",Minnesota,Welcome,"1300 block of 130th Ave",1,0,0,0,0,N/A
2730351,"October 14, 2023",Kansas,Topeka,"435 NE Grattan St",1,0,0,0,0,N/A
3418536,"September 30, 2023",Kentucky,Paintsville,N/A,1,0,0,0,0,N/A
2718792,"September 28, 2023",Washington,"Deer Park","1400 block of Eloika Lake Rd E",1,0,0,0,0,N/A
2717505,"September 27, 2023","South Carolina",Lugoff,"7 Sherwood Ct",1,0,0,0,0,N/A
2716018,"September 25, 2023",Florida,"Miami (North Miami)","14050 NW 5th Pl",1,0,0,0,0,N/A
2716889,"September 25, 2023",Texas,Granbury,"2900 block of Inwood Trl",1,0,0,0,0,N/A
2708236,"September 15, 2023",Illinois,"South Beloit","200 block of Townline Ave",1,0,0,0,1,N/A
2704428,"September 9, 2023","West Virginia","Gallipolis Ferry","Salt Creek Rd",1,0,0,0,0,N/A
2701415,"September 7, 2023",Kentucky,Corbin,"75 Martins Dr",1,0,0,0,0,N/A
2701439,"September 6, 2023",Florida,Tallahassee,"3148 Dick Wilson Blvd",1,0,0,0,0,N/A
2700774,"September 5, 2023",Georgia,Marietta,"1631 White Cir NW",1,0,0,0,1,N/A
2699184,"September 4, 2023",Alabama,Marion,"Magnolia St",0,1,1,0,0,N/A
2699690,"September 4, 2023",Georgia,Lithonia,"1801 Rock Chapel Rd",1,0,0,0,0,N/A
2698647,"September 3, 2023",Florida,"Palm Coast","2 Ranwood Ln",1,0,0,0,1,N/A
2696519,"September 1, 2023",Florida,Tallahassee,"522 Silver Slipper Ln",1,0,0,0,0,N/A
2696508,"August 31, 2023","North Carolina",Statesville,"100 block of Fort Dobbs Rd",1,0,0,0,0,N/A
2694938,"August 30, 2023",Indiana,Gary,"2400 block of Fillmore St",1,0,0,0,0,N/A
2693375,"August 27, 2023",Tennessee,Rockwood,"100 block of Airport Rd",1,0,0,0,1,N/A
2691312,"August 26, 2023",Ohio,Akron,"1000 block of Edmeyer Ct",1,0,0,0,0,N/A
2687465,"August 20, 2023","New Mexico",Roswell,"3000 block of W 8th St",1,0,0,0,0,N/A
2686010,"August 20, 2023",Indiana,Indianapolis,"3710 E Market St",1,0,0,0,0,N/A
2685853,"August 19, 2023",Michigan,Detroit,"15700 block of Ward Ave",1,0,0,0,0,N/A
2681798,"August 15, 2023",Illinois,Chicago,"3100 block of W Flournoy St",1,0,0,0,0,N/A
2681264,"August 14, 2023",Florida,Jacksonville,"5500 block of S Shady Pine St",1,0,0,0,0,N/A
2677432,"August 9, 2023",Kentucky,"Laurel (county)",N/A,1,0,0,0,0,N/A
2675406,"August 8, 2023",Indiana,"South Bend","800 block of Amhurst Ave",1,0,0,0,0,N/A
2677229,"August 8, 2023",Minnesota,Hinckley,"500 block of 1st St SW",1,0,0,0,0,N/A
2692299,"August 8, 2023",Mississippi,Belzoni,N/A,1,0,0,0,1,N/A
2674125,"August 7, 2023",Missouri,"Saint Louis (Berkeley)","6698 Amora Ave",1,0,0,0,0,N/A
2675455,"August 7, 2023",Illinois,Belleville,"50 block of S 88th St",1,0,0,0,0,N/A
2668991,"July 31, 2023",Arkansas,Lutherville,N/A,1,1,0,0,0,N/A
2667806,"July 30, 2023",Alaska,"Mountain Village",N/A,1,0,0,0,0,N/A
