"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
1957701,"March 20, 2021",Louisiana,Shreveport,"4911 Monkhouse Dr",1,1,0,0,1,N/A
1946173,"March 6, 2021",Ohio,Nelsonville,"Walnut St",1,0,0,0,1,N/A
1947131,"March 6, 2021","New Mexico","Los Lunas","W Brazaro and Carmel Rd",1,0,0,0,3,N/A
1942559,"March 1, 2021",Illinois,Chicago,"100 block of W 127th St",1,1,0,0,0,N/A
1940665,"February 27, 2021",Washington,Othello,"300 block of Hamlet St",1,0,0,0,1,N/A
1943056,"February 26, 2021",Texas,"El Paso","1925 Detroit Ave",1,0,0,0,0,N/A
1936985,"February 23, 2021",Tennessee,"Grand Junction","Pearl Rd",1,0,0,0,1,N/A
1928896,"February 13, 2021",Alabama,Tuskegee,"508 Pleasant Springs Dr",1,0,0,0,3,N/A
1923224,"February 6, 2021","North Carolina",Hollister,"Bobolink Trl",1,0,0,0,0,N/A
1920755,"February 3, 2021",Pennsylvania,"Kingston (Edwardsville)","Tobin Ln and Francis St",1,0,0,0,0,N/A
1903678,"January 16, 2021",Louisiana,"Saint Rose","300 block of Mockingbird Ln",1,0,0,0,0,N/A
1895241,"January 4, 2021",Tennessee,Memphis,"2240 Howell Ave",1,0,0,0,1,N/A
1892088,"January 1, 2021",Texas,Arlington,"700 block of Washington Dr",1,0,0,0,1,N/A
1883818,"December 21, 2020",Georgia,Atlanta,"3440 Peachtree Rd",1,0,0,0,1,N/A
1879827,"December 16, 2020",Nevada,"Las Vegas","1300 block of S Arlington St",1,0,0,0,1,N/A
1879707,"December 15, 2020",Idaho,Castleford,N/A,1,0,0,0,0,N/A
1878564,"December 15, 2020",Michigan,Canton,"41000 block of Old Michigan Ave",1,0,0,0,1,N/A
1877224,"December 14, 2020",Florida,Cocoa,"1671 Owosso St",1,0,0,0,1,N/A
1861379,"November 24, 2020",Texas,Forney,"2100 block of Juniper Dr",1,1,0,0,1,N/A
1855833,"November 18, 2020",Nevada,Elko,N/A,1,0,0,0,0,N/A
1855978,"November 18, 2020",Texas,Texarkana,"600 block of Warren Thomas Rd",1,0,0,0,0,N/A
1852963,"November 13, 2020",Minnesota,"Saint Cloud","800 block of 10th Ave N",1,0,0,0,1,N/A
1838373,"October 30, 2020","North Carolina",Concord,"1080 Ramsgate Dr SW",1,0,0,0,0,N/A
1834122,"October 25, 2020",Kentucky,Louisville,"2000 block of W Main St",1,0,0,0,0,N/A
1832062,"October 22, 2020",Indiana,"East Chicago","4522 Magoun Ave",1,0,0,0,0,N/A
1824291,"October 14, 2020",Ohio,Republic,"5508 N TR 175",1,0,0,0,0,N/A
1817371,"October 7, 2020",Illinois,Chicago,"1500 block of N Lorel Ave",1,0,0,0,0,N/A
1794861,"September 13, 2020",Michigan,"Algonac (Clay Township)","6300 block of Benoit Rd",1,1,0,0,1,N/A
1790483,"September 9, 2020","North Carolina",Charlotte,"6000 block of Elgywood Lane",1,0,0,0,1,N/A
1787827,"September 7, 2020",Illinois,Chicago,"W 47th St and S Union Ave",1,2,0,0,0,N/A
1779307,"August 29, 2020",Indiana,"South Bend","800 block of E Donald St",1,0,0,0,1,N/A
1778536,"August 28, 2020",Indiana,Evansville,"3900 block of Vista Dr",1,0,0,0,1,N/A
1774108,"August 24, 2020",Pennsylvania,Pittsburgh,"125 Rhine Pl",1,0,0,0,3,N/A
1817395,"August 19, 2020",Colorado,Aurora,"16200 block of E 17th Ave",1,0,0,0,1,N/A
1762990,"August 12, 2020",Ohio,Columbus,"332  N Monroe Ave",1,0,0,0,1,N/A
1757373,"August 6, 2020",Connecticut,"New Haven","630 Howard Ave",1,0,0,0,0,N/A
1752828,"August 1, 2020",Pennsylvania,Philadelphia,"200 block of Simpson St",1,0,0,0,3,N/A
1751677,"July 31, 2020",Illinois,Chicago,"900 block of N Cambridge Ave",1,0,0,0,1,N/A
1750109,"July 29, 2020",Indiana,Hammond,"3300 block of Craig Dr",1,0,0,0,0,N/A
1742859,"July 22, 2020",Michigan,Warren,"21516 Dequindre Rd",1,0,0,0,1,N/A
1742026,"July 21, 2020",Wisconsin,Milwaukee,"6600 block of N 105th St",1,0,0,0,1,N/A
1740578,"July 20, 2020",Texas,Arlington,"4100 block of Maple Springs Dr",1,1,0,0,0,N/A
1737194,"July 16, 2020",Colorado,"Commerce City","7800 block of Jasmine Dr",1,0,0,0,0,N/A
1736040,"July 15, 2020",Missouri,"Saint Louis","5000 block of S Broadway",1,0,0,0,1,N/A
1725743,"July 4, 2020",California,"San Francisco","1200 block of Ingalls St",1,1,0,0,2,N/A
1724737,"July 4, 2020",Illinois,Chicago,"152 N Latrobe Ave",1,1,0,0,3,N/A
1722608,"July 2, 2020",Florida,"Fort Lauderdale","1500 block of NW Second Ave",1,0,0,0,0,N/A
1718981,"June 27, 2020",Illinois,Chicago,"3500 block of W Dickens Ave",1,0,0,0,0,N/A
1718444,"June 26, 2020",Missouri,"Saint Louis (Berkeley)","Jefferson Ave and Airport Rd",1,0,0,0,1,N/A
1718645,"June 26, 2020","West Virginia",Cottageville,N/A,1,0,0,1,1,N/A
1712143,"June 20, 2020",Ohio,Lima,"1200 block of Virginia Ave",1,0,0,0,0,N/A
1711149,"June 18, 2020",Texas,"El Paso","700 block of Ascension Rd",1,0,0,0,1,N/A
1705419,"June 14, 2020",Kansas,"Junction City","Clarks Creek Rd",1,0,0,0,0,N/A
1701717,"June 9, 2020","North Carolina",Burgaw,N/A,1,0,0,0,0,N/A
1670035,"May 1, 2020",Alabama,Pinson,"9100 block of Cedar Mountain Rd",1,1,0,0,1,N/A
1664724,"April 23, 2020",Mississippi,Senatobia,"1000 block of N Crockett Rd",1,0,0,0,0,N/A
1663620,"April 20, 2020",Pennsylvania,Philadelphia,"2900 block of Secane Dr",1,0,0,0,3,N/A
1657394,"April 11, 2020",Georgia,Conley,"1600 Block of Lamont Ave",1,1,0,0,1,N/A
1657017,"April 11, 2020",Tennessee,Memphis,"820 Par Ave",1,0,0,0,2,N/A
1653288,"April 6, 2020",Florida,Jacksonville,"10300 Block of Monaco Dr",1,0,0,0,5,N/A
1652874,"April 5, 2020",Pennsylvania,Chester,"2600 block of Swarts St",1,0,0,0,0,N/A
1649813,"March 31, 2020",Indiana,Indianapolis,"3200 block of N Tacoma Ave",1,0,0,0,0,N/A
1639222,"March 13, 2020",Tennessee,Memphis,"650 Gallan Dr",1,0,0,0,2,N/A
1622731,"February 16, 2020",Tennessee,Memphis,"1984 Bonnie Dr",1,0,0,0,1,N/A
1617744,"February 9, 2020",Pennsylvania,Pittsburgh,"258 E Warrington Ave",1,0,0,0,1,N/A
1616774,"February 7, 2020",Louisiana,Shreveport,"3900 block of Merwin St",1,0,0,0,1,N/A
1611420,"February 1, 2020",Virginia,Richmond,"1700 block of Southlawn Ave",1,0,0,0,0,N/A
1600999,"January 19, 2020",Tennessee,Memphis,"Josephine St and Carnes Ave",1,0,0,0,1,N/A
1601442,"January 19, 2020",Indiana,Bloomington,"1297 E Zinnia Dr",1,0,0,1,0,N/A
1586315,"January 1, 2020","South Carolina",Walterboro,"Barracada Rd",2,0,0,0,1,N/A
1580278,"December 24, 2019",Alabama,Monroeville,"Co Rd 42",1,0,0,0,1,N/A
1572059,"December 14, 2019",Ohio,Sandusky,"5000 block of Memphis Ave",1,0,0,0,1,N/A
1567437,"December 8, 2019",Tennessee,Memphis,"397 Delta Rd",1,0,0,0,1,N/A
1560553,"November 28, 2019","South Carolina",Springfield,N/A,1,0,0,0,0,N/A
1551098,"November 16, 2019","South Carolina",Pickens,"Shady Grove Rd",1,0,0,0,0,N/A
1546480,"November 11, 2019",Pennsylvania,Philadelphia,"5700 block of Haddington Ln",1,0,0,0,1,N/A
1520107,"October 5, 2019",Alabama,Opp,N/A,1,0,0,0,0,N/A
1487550,"August 24, 2019",Florida,"Daytona Beach","212 S Keech St",1,0,0,0,0,N/A
1482469,"August 17, 2019",Oklahoma,Clinton,"14th St and Dunn Ave",1,0,0,0,0,N/A
1481415,"August 16, 2019",Alabama,Montgomery,"Coronet Drive",1,0,0,0,1,N/A
1479182,"August 14, 2019",Texas,Dallas,"3535 Munger Ave",1,0,0,0,2,N/A
1465536,"August 1, 2019",Montana,Toston,"Crow Creek Rd",1,0,0,0,1,N/A
1419431,"June 10, 2019","South Carolina","North Charleston","2800 block of Ranger Drive",1,0,0,0,1,N/A
1418818,"June 9, 2019",Idaho,Montpelier,"US Hwy 30",1,0,0,0,1,N/A
1405954,"May 26, 2019",Virginia,Richmond,"2813 Bainbridge St",1,2,0,0,3,N/A
1385486,"May 2, 2019",Texas,Lufkin,N/A,1,0,0,0,0,N/A
1354026,"March 22, 2019","North Carolina",Fayetteville,"3100 Cricket Rd",1,0,0,0,1,N/A
1326968,"February 13, 2019",Louisiana,Marrero,"2000 block of Rue Racine",1,0,0,0,1,N/A
1323697,"February 9, 2019",Mississippi,Saucier,"Riceville Rd and McHenry Rd",2,0,0,0,0,N/A
1318461,"February 3, 2019",Georgia,Harlem,"1407 Country Woods Ln",1,0,0,0,0,N/A
1308241,"January 21, 2019",Virginia,"Hanover (Mangohick)","100 block of Robin Ln",1,0,0,0,2,N/A
1308718,"January 19, 2019",Texas,Temple,"4700 block of Midway Dr",1,0,1,0,0,N/A
1301688,"January 13, 2019",Alabama,Orrville,N/A,1,0,0,0,0,N/A
1299668,"January 12, 2019",Louisiana,"New Orleans","6780 Bundy Rd",1,0,0,0,1,N/A
1278778,"December 14, 2018",Missouri,Florissant,"13 Holly Ln",1,0,0,0,0,N/A
1259582,"November 17, 2018",Arkansas,Lamar,"Cabin Creek Ave",1,0,0,0,0,N/A
1226144,"September 30, 2018",Tennessee,Memphis,"800 block of N Highland St",1,0,0,1,1,N/A
1182786,"August 4, 2018",Tennessee,"Big Rock","400 block of Highway 120",1,0,0,0,0,N/A
1165420,"July 17, 2018","New Jersey",Bridgeton,"17 Elmer St",1,0,0,0,2,N/A
1163406,"July 13, 2018",Indiana,Salem,"5000 block of S PD Baker Rd",1,0,0,0,0,N/A
1157671,"July 5, 2018",Louisiana,Chalmette,"500 block of Pierre St",1,0,0,0,0,N/A
1133365,"June 4, 2018",Ohio,Dayton,"2500 block of Wheeler Ave",1,0,0,0,1,N/A
1096402,"April 20, 2018",Ohio,Wickliffe,"28611 Euclid Avenue",1,0,0,0,0,N/A
1068059,"March 12, 2018",Louisiana,"Lake Providence","300 Church Street",1,0,0,0,0,N/A
1036936,"January 26, 2018",Florida,Marianna,"Townhouse Rd",1,0,0,0,1,N/A
1031762,"January 20, 2018",California,Compton,"2876 W Alondra Blvd",1,0,0,0,2,N/A
1005355,"December 10, 2017",Utah,"Roosevelt (Ballard)",N/A,1,0,0,0,0,N/A
958930,"October 14, 2017",Illinois,Decatur,"1400 block of E Wellington Way",1,0,0,0,1,N/A
955387,"October 6, 2017",Arkansas,Helena,"300 block of Dinan St",1,0,0,0,1,N/A
946160,"October 1, 2017",Georgia,Augusta,"2300 Block of Barton Chapel Rd",1,0,0,0,1,N/A
940191,"September 23, 2017",Missouri,Salem,"CR 621",1,0,0,0,0,N/A
933616,"September 15, 2017","South Carolina",Hartsville,"Folly Rd",1,0,0,0,2,N/A
906573,"August 4, 2017",Mississippi,Gulfport,"3600 block of Sabine Street",1,0,0,0,1,N/A
903883,"August 1, 2017",Montana,Helena,"246 Hope Road",1,0,0,0,0,N/A
902860,"July 29, 2017",Missouri,Miller,N/A,1,0,0,0,0,N/A
896934,"July 23, 2017",Missouri,"Saint Louis","1400 block of Kealty Ln",1,0,0,0,0,N/A
876396,"June 26, 2017",Alabama,Montgomery,"1714 Coral Ln",1,1,0,0,1,N/A
864644,"June 10, 2017",Indiana,Hobart,"100 block of E 10th Ave",1,0,0,0,1,N/A
867772,"June 8, 2017",Mississippi,Monticello,"88 Mt Olive Rd",1,0,0,0,0,N/A
848870,"May 21, 2017",Kentucky,Louisville,"2100 block of W Madison St",1,0,0,0,1,N/A
840898,"May 11, 2017",Indiana,"East Chicago","3500 block of Guthrie St",1,0,0,0,1,N/A
804472,"March 26, 2017",Oklahoma,Ochelata,"North 3950 Road",1,0,0,0,0,N/A
803063,"March 25, 2017","North Carolina","High Point","1301 Filbert Place",1,0,0,0,0,N/A
784770,"February 27, 2017",Arkansas,Beebe,"South Cypress Street",1,0,0,0,1,N/A
772760,"February 11, 2017",Illinois,Chicago,"6500 block of S King Dr",1,0,0,0,1,N/A
766483,"February 2, 2017",Idaho,Peck,"22400 block of Big Canyon Road",1,0,0,0,0,N/A
750092,"January 13, 2017",Missouri,Carthage,"1054 James Street",1,0,0,0,0,N/A
744789,"January 6, 2017",Tennessee,Jackson,"220 Vann Dr",1,0,0,0,0,N/A
739459,"January 1, 2017",Alabama,Athens,"16931 Buckskin Drive",1,0,0,0,1,N/A
755970,"December 31, 2016","New Jersey",Stratford,"Union Ave",1,0,0,0,1,N/A
699070,"November 12, 2016",Colorado,"Grand Junction (Fruitvale)","3060 Sandpiper Avenue",1,0,0,0,1,N/A
693186,"November 4, 2016",Kansas,"Kansas City","7569 State Avenue",1,0,0,0,0,N/A
677475,"October 16, 2016",Nevada,"Las Vegas","4200 block of Studio St",1,0,0,0,0,N/A
657926,"September 18, 2016",Florida,Tampa,"6727 S. Lois Ave.",1,0,0,0,0,N/A
645796,"September 1, 2016","South Carolina",Columbia,"228 Meredith Square",1,1,0,1,1,N/A
638622,"August 25, 2016",Tennessee,Parrottsville,"1496 Shenandoah Way",1,0,0,0,0,N/A
633039,"August 18, 2016",Montana,Belgrade,"1005 Cardinal Dr",1,0,0,0,0,N/A
631695,"August 14, 2016",Iowa,Garner,"2194 Sioux Ave",1,0,0,0,0,N/A
629096,"August 13, 2016",Virginia,Danville,"800 block of Edmonds Street",1,0,0,0,0,N/A
624733,"August 8, 2016",Tennessee,Hendersonville,"118 Shady View Drive",1,0,0,0,1,N/A
618297,"July 31, 2016",Alabama,"Birmingham (Homewood)","1301 Lakeshore Dr.",1,0,0,0,1,N/A
571874,"June 3, 2016",Colorado,Aurora,"1575 Galena Street",1,0,0,0,1,N/A
541769,"April 16, 2016",Pennsylvania,Philadelphia,"200 block of E. Mayfield Street",1,0,0,0,1,N/A
515064,"February 21, 2016",Florida,Fountain,"11601 Nonawood Road",1,0,0,0,1,N/A
506467,"February 16, 2016",Texas,Lubbock,"2538 71st St",1,0,0,0,0,N/A
482388,"January 9, 2016",Kentucky,Louisville,"400 block of N. 34th Street",1,0,0,0,1,N/A
454770,"November 28, 2015","New York",Rome,"519 West Dominick",1,0,0,0,1,N/A
428562,"October 10, 2015",Utah,Hyrum,N/A,1,0,0,0,0,N/A
405666,"September 1, 2015",Pennsylvania,Pittsburgh,"1600 block of Sandusky Ct",1,0,0,0,1,N/A
